Candidate,Party,Votes,State,Constituency,State-code,Constituency-code
TEKUMUDI VENKATA RAO,Pyramid Party of India,2237,Andhra Pradesh,Kakinada,S01,23
DONKA LEELAVATHI,Independent,2123,Andhra Pradesh,Kakinada,S01,23
KOLA VENKATA PRASAD VARMA,Rashtriya Janata Dal,2019,Andhra Pradesh,Kakinada,S01,23
SRINIVAS DANGETI,Aam Aadmi Party,1445,Andhra Pradesh,Kakinada,S01,23
MUTHABATHULA RATNA KUMAR,Bahujan Samaj Party,1286,Andhra Pradesh,Kakinada,S01,23
MOTHA SARADA,Republican Party of India (Khobragade),1286,Andhra Pradesh,Kakinada,S01,23
KARRA VENKATA APPALA NARASIMHA RAO,Independent,1139,Andhra Pradesh,Kakinada,S01,23
GUTTULA ANNAPURNA SESHAGIRI RAO (BATHPARTY-SESHU),Independent,1080,Andhra Pradesh,Kakinada,S01,23
DONAM NEELAKANTAM,Independent,1070,Andhra Pradesh,Kakinada,S01,23
ROKKAM DAYAKAR,Republican Paksha (Khoripa),1043,Andhra Pradesh,Kakinada,S01,23
ARJUNARAO YEGUPATI,Communist Party of India  (Marxist-Leninist)  (Liberation),945,Andhra Pradesh,Kakinada,S01,23
VINJAMALLA CHITTI BABU,Independent,839,Andhra Pradesh,Kakinada,S01,23
CHAGANTI SURYANARAYANA MURTY,Independent,751,Andhra Pradesh,Kakinada,S01,23
KUNCHE RAMADAS,Independent,704,Andhra Pradesh,Kakinada,S01,23
PEPAKAYALA SUBHA RAJENDRA,Independent,685,Andhra Pradesh,Kakinada,S01,23
MERLA BHAVANI SANKARA PRASAD,Independent,435,Andhra Pradesh,Kakinada,S01,23
PRABHAKARA RAO MADIKI,Independent,280,Andhra Pradesh,Kakinada,S01,23
None of the Above,None of the Above,2525,Andhra Pradesh,Kakinada,S01,23
DR PANDULA RAVINDRA BABU,Telugu Desam,594547,Andhra Pradesh,Amalapuram,S01,24
PINIPE VISWARUPU,Yuvajana Sramika Rythu Congress Party,473971,Andhra Pradesh,Amalapuram,S01,24
AITHABATHULA JOGESWARA VENKATA BUTCHI MAHESWARA RAO,Indian National Congress,12182,Andhra Pradesh,Amalapuram,S01,24
G.V.HARSHA KUMAR,Jai Samaikyandhra Party,9931,Andhra Pradesh,Amalapuram,S01,24
GEDDAM SAMPADA RAO,Bahujan Samaj Party,7219,Andhra Pradesh,Amalapuram,S01,24
KUNCHE PEDASATYANARAYANA,Pyramid Party of India,4560,Andhra Pradesh,Amalapuram,S01,24
KONKI VENKATA RAO,Republican Paksha (Khoripa),3233,Andhra Pradesh,Amalapuram,S01,24
VIJAYA CHAKRAVARTHY PANTHAGADA,Republican Party of India (Khobragade),2867,Andhra Pradesh,Amalapuram,S01,24
VADDI WINSTON CHURCHILL,Independent,1684,Andhra Pradesh,Amalapuram,S01,24
YALANGI RAMESH,Independent,1171,Andhra Pradesh,Amalapuram,S01,24
KASI CHANDRAMOULI,Independent,1110,Andhra Pradesh,Amalapuram,S01,24
UNDRU GANI RAJU,Independent,862,Andhra Pradesh,Amalapuram,S01,24
BHASKARA RAO BUNGA,Independent,824,Andhra Pradesh,Amalapuram,S01,24
KOMMU SATYAVATHI,Independent,625,Andhra Pradesh,Amalapuram,S01,24
None of the Above,None of the Above,6141,Andhra Pradesh,Amalapuram,S01,24
MURALI MOHAN MAGANTI,Telugu Desam,628038,Andhra Pradesh,Rajahmundry,S01,25
BODDU VENKATARAMANA CHOWDARY,Yuvajana Sramika Rythu Congress Party,461199,Andhra Pradesh,Rajahmundry,S01,25
DURGESH KANDULA,Indian National Congress,21176,Andhra Pradesh,Rajahmundry,S01,25
MULLAPUDI SATYANARAYANA,Jai Samaikyandhra Party,11696,Andhra Pradesh,Rajahmundry,S01,25
MARRE BABJI,Bahujan Samaj Party,6034,Andhra Pradesh,Rajahmundry,S01,25
KOLLABATHULA RICHMOND CAREY,Gareeb Aadmi Party,5451,Andhra Pradesh,Rajahmundry,S01,25
ILLA GOVINDA RAJAN,Independent,1386,Andhra Pradesh,Rajahmundry,S01,25
CHEEKATLA VENKATESWARA RAO,Independent,1349,Andhra Pradesh,Rajahmundry,S01,25
SANGISETTI SRINIVASA RAO,Pyramid Party of India,1322,Andhra Pradesh,Rajahmundry,S01,25
MUTYALA RAMBABU,Independent,1277,Andhra Pradesh,Rajahmundry,S01,25
PALLA VENKATA NAIDU(PRADEEP),Independent,989,Andhra Pradesh,Rajahmundry,S01,25
MEDA SRINIVAS,Rashtriya Praja Congress  (Secular),988,Andhra Pradesh,Rajahmundry,S01,25
POLU PEDA VENGALA REDDY,Independent,761,Andhra Pradesh,Rajahmundry,S01,25
ANNAMDEVULA DHARMA RAO,Independent,589,Andhra Pradesh,Rajahmundry,S01,25
None of the Above,None of the Above,7425,Andhra Pradesh,Rajahmundry,S01,25
GOKARAJU GANGA RAJU,Bharatiya Janata Party,537498,Andhra Pradesh,Narsapuram,S01,26
VANKA RAVINDRANATH,Yuvajana Sramika Rythu Congress Party,452576,Andhra Pradesh,Narsapuram,S01,26
KANUMURU BAPI RAJU,Indian National Congress,26859,Andhra Pradesh,Narsapuram,S01,26
GITADAS DAS,Prem Janata Dal,23265,Andhra Pradesh,Narsapuram,S01,26
CHINTAPALLI KANAKA RAO,Bahujan Samaj Party,8452,Andhra Pradesh,Narsapuram,S01,26
SAROJA  POLASAPALLI,Jai Samaikyandhra Party,6706,Andhra Pradesh,Narsapuram,S01,26
NALLI RAJESH,Republican Paksha (Khoripa),6705,Andhra Pradesh,Narsapuram,S01,26
S.V.P.K.H.G.KRISHNAM RAJU,Pyramid Party of India,4205,Andhra Pradesh,Narsapuram,S01,26
SHIVAJI GOTTUMUKKALA,Independent,2274,Andhra Pradesh,Narsapuram,S01,26
BADAMPUDI SIVA,Independent,1597,Andhra Pradesh,Narsapuram,S01,26
ADDANKI (SEKHAR BABU) DORABABU,Independent,1333,Andhra Pradesh,Narsapuram,S01,26
VOLETI VENKATA LAKSHMANA RAO,Independent,1295,Andhra Pradesh,Narsapuram,S01,26
VANGALAPUDI YASHYAA,Independent,1274,Andhra Pradesh,Narsapuram,S01,26
MEDAPATI  VARAHALA REDDY,Independent,1242,Andhra Pradesh,Narsapuram,S01,26
None of the Above,None of the Above,7900,Andhra Pradesh,Narsapuram,S01,26
MAGANTI VENKATESWARA RAO (BABU),Telugu Desam,425281,Andhra Pradesh,Eluru,S01,27
THOTA CHANDRA SEKHAR,Yuvajana Sramika Rythu Congress Party,335430,Andhra Pradesh,Eluru,S01,27
NETALA RAMESH BABU,Bahujan Samaj Party,8894,Andhra Pradesh,Eluru,S01,27
MUSUNURI NAGESWARA RAO,Indian National Congress,8158,Andhra Pradesh,Eluru,S01,27
U VENKATESWARARAO (U.V),Independent,3355,Andhra Pradesh,Eluru,S01,27
GOVADA VIJAYA KUMARI,Prem Janata Dal,3130,Andhra Pradesh,Eluru,S01,27
MENDEM SANTOSH KUMAR ( PEDABABULU),Indian Labour Party (Ambedkar Phule),2438,Andhra Pradesh,Eluru,S01,27
K.V.V.SATYANARAYANA,Jai Samaikyandhra Party,2184,Andhra Pradesh,Eluru,S01,27
C.V.SARADA DEVI,Independent,2072,Andhra Pradesh,Eluru,S01,27
SAVANAPUDI NAGARAJU,Marxist Communist Party of India (United),1496,Andhra Pradesh,Eluru,S01,27
K.VIJAYA LAKSHMI PANDIT,Independent,995,Andhra Pradesh,Eluru,S01,27
GANGADHARA RAO NANNAPANENI,Independent,943,Andhra Pradesh,Eluru,S01,27
U .V. RAMA RAO,Pyramid Party of India,889,Andhra Pradesh,Eluru,S01,27
ASHOK YANTRAPATI,Mahajana Socialist Party,879,Andhra Pradesh,Eluru,S01,27
JULURI BHASKARA VEERA VENKATA ANIL KUMAR GUPTA,Independent,561,Andhra Pradesh,Eluru,S01,27
None of the Above,None of the Above,5672,Andhra Pradesh,Eluru,S01,27
KONAKALLA NARAYANA RAO,Telugu Desam,583374,Andhra Pradesh,Machilipatnam,S01,28
KOLUSU PARTHA SARATHY,Yuvajana Sramika Rythu Congress Party,502875,Andhra Pradesh,Machilipatnam,S01,28
SISTLA RAMESH,Indian National Congress,13992,Andhra Pradesh,Machilipatnam,S01,28
KAMMILI SRINIVAS,Jai Samaikyandhra Party,7508,Andhra Pradesh,Machilipatnam,S01,28
VADAPALLI RAGHUNADH,Pyramid Party of India,4393,Andhra Pradesh,Machilipatnam,S01,28
PRASADA RAO PEGGEM,Bahujan Samaj Party,4057,Andhra Pradesh,Machilipatnam,S01,28
PARASA SRINIVASA RAO,Independent,3395,Andhra Pradesh,Machilipatnam,S01,28
MOHAMMAD ISHAQ,Independent,1758,Andhra Pradesh,Machilipatnam,S01,28
YUNDURI SUBRAMANYASWARA RAO (MANI),Independent,1596,Andhra Pradesh,Machilipatnam,S01,28
YARLAGADDA RAMA MOHAN RAO,Independent,1398,Andhra Pradesh,Machilipatnam,S01,28
JAMPANA SRINIVASA GOUD,Independent,921,Andhra Pradesh,Machilipatnam,S01,28
None of the Above,None of the Above,8003,Andhra Pradesh,Machilipatnam,S01,28
KESINENI SRINIVAS,Telugu Desam,587661,Andhra Pradesh,Vijayawada,S01,29
KONERU RAJENDRA PRASAD,Yuvajana Sramika Rythu Congress Party,513095,Andhra Pradesh,Vijayawada,S01,29
AVINASH DEVINENI,Indian National Congress,39464,Andhra Pradesh,Vijayawada,S01,29
KAMBALA. SUBRAHMANYAM (SASTRY),Welfare Party Of India,7519,Andhra Pradesh,Vijayawada,S01,29
ISHWARYA LAKSHMI CHINNAM,Jai Samaikyandhra Party,5161,Andhra Pradesh,Vijayawada,S01,29
CHIGURUPATI RAMALINGESWARA RAO,Bahujan Samaj Party,3536,Andhra Pradesh,Vijayawada,S01,29
HAR MOHINDER SINGH SAHANI,Aam Aadmi Party,3019,Andhra Pradesh,Vijayawada,S01,29
M.PHANI PRAKASH,Independent,2796,Andhra Pradesh,Vijayawada,S01,29
RAJA KUMARI GUNDAPANENI,Pyramid Party of India,2558,Andhra Pradesh,Vijayawada,S01,29
TATINENI SRINIVASA RAO,Independent,2446,Andhra Pradesh,Vijayawada,S01,29
DASARI VENKATA NAGESH,Independent,1867,Andhra Pradesh,Vijayawada,S01,29
SURAPANENI SARATBABU,Independent,1511,Andhra Pradesh,Vijayawada,S01,29
YARAM KATAM RAJU,Independent,1396,Andhra Pradesh,Vijayawada,S01,29
ALTAF ALI MOHAMED,Independent,1158,Andhra Pradesh,Vijayawada,S01,29
KONERU RAMACHANDRA PRASAD,Independent,1070,Andhra Pradesh,Vijayawada,S01,29
CHATRAGADDA PRATAP,Independent,945,Andhra Pradesh,Vijayawada,S01,29
KONERU RAJENDRA PRASAD,Independent,860,Andhra Pradesh,Vijayawada,S01,29
SUNKARA KRISHNA MURTHY,Andhra Rastra Praja Samithi,797,Andhra Pradesh,Vijayawada,S01,29
V.R.K.MURTHY.,Independent,741,Andhra Pradesh,Vijayawada,S01,29
BOLISETTY HARIBABU,Independent,662,Andhra Pradesh,Vijayawada,S01,29
AHMED ANSARI SYED,Independent,499,Andhra Pradesh,Vijayawada,S01,29
P.V. KRISHNAIAH,Independent,418,Andhra Pradesh,Vijayawada,S01,29
None of the Above,None of the Above,5147,Andhra Pradesh,Vijayawada,S01,29
JAYADEV GALLA,Telugu Desam,607181,Andhra Pradesh,Guntur,S01,30
BALASHOWRY VALLABHANENI,Yuvajana Sramika Rythu Congress Party,537548,Andhra Pradesh,Guntur,S01,30
ABDUL WAHEED SHAIK,Indian National Congress,46365,Andhra Pradesh,Guntur,S01,30
MALLELA VENKATA RAO,Jai Samaikyandhra Party,5481,Andhra Pradesh,Guntur,S01,30
MALLELA BABU RAO,Bahujan Samaj Party,4148,Andhra Pradesh,Guntur,S01,30
UDAIA KUMAR MUSUKU,Indian Christian Secular Party,2777,Andhra Pradesh,Guntur,S01,30
DR. KOUTHARAPU RAVINDRA,Great India Party,2542,Andhra Pradesh,Guntur,S01,30
KATA VEERA VARA PRASAD,Aam Aadmi Party,2258,Andhra Pradesh,Guntur,S01,30
ABBURI KOTESWARA RAO,Pyramid Party of India,1611,Andhra Pradesh,Guntur,S01,30
EMANI CHANDRA SEKHAR RAO,Navodyam Party,1426,Andhra Pradesh,Guntur,S01,30
BITRA VENKATA SIVANNARAYANA,Independent,1144,Andhra Pradesh,Guntur,S01,30
ARUDALA VENKATESWARA RAO,Independent,886,Andhra Pradesh,Guntur,S01,30
None of the Above,None of the Above,7437,Andhra Pradesh,Guntur,S01,30
SAMBASIVA RAO RAYAPATI,Telugu Desam,542724,Andhra Pradesh,Narasaraopet,S01,31
AYODHYA RAMIREDDY ALLA,Yuvajana Sramika Rythu Congress Party,516301,Andhra Pradesh,Narasaraopet,S01,31
KONDAPALLI VENKATESWARLU,Indian National Congress,18645,Andhra Pradesh,Narasaraopet,S01,31
AKKI REDDY BHIMANADULA,Pyramid Party of India,6126,Andhra Pradesh,Narasaraopet,S01,31
YELURI SRILATHA,Jai Samaikyandhra Party,4475,Andhra Pradesh,Narasaraopet,S01,31
MEKALA HANUMANTHA RAO YADAV,Bahujan Samaj Party,4088,Andhra Pradesh,Narasaraopet,S01,31
ROSAIAH SIVAPARAPU,Marxist Communist Party of India (United),1680,Andhra Pradesh,Narasaraopet,S01,31
KANUMURI KOTESWARA RAO,Independent,1196,Andhra Pradesh,Narasaraopet,S01,31
PARUVURI RAMESH,Independent,997,Andhra Pradesh,Narasaraopet,S01,31
RAVU SUBRAHMANYAM,Independent,886,Andhra Pradesh,Narasaraopet,S01,31
JANGALA SINGARAIAH YADAV,Independent,834,Andhra Pradesh,Narasaraopet,S01,31
None of the Above,None of the Above,5316,Andhra Pradesh,Narasaraopet,S01,31
MALYADRI SRIRAM,Telugu Desam,459359,Andhra Pradesh,Bapatla,S01,32
VARIKUTI AMRUTHAPANI,Yuvajana Sramika Rythu Congress Party,426858,Andhra Pradesh,Bapatla,S01,32
PANABAKA LAKSHMI,Indian National Congress,17563,Andhra Pradesh,Bapatla,S01,32
YALLAMATI RAMESH,Pyramid Party of India,7597,Andhra Pradesh,Bapatla,S01,32
DWARAPALLI PHILIP,Bahujan Samaj Party,6731,Andhra Pradesh,Bapatla,S01,32
EDA CHENNAIAH,Aam Aadmi Party,3232,Andhra Pradesh,Bapatla,S01,32
R.D.WILSON,Jai Samaikyandhra Party,2864,Andhra Pradesh,Bapatla,S01,32
PERLI PRASANNA DEEVENA KUMAR (PRASANNA),Indian Labour Party (Ambedkar Phule),2796,Andhra Pradesh,Bapatla,S01,32
RATNABABU MAMIDI,Independent,905,Andhra Pradesh,Bapatla,S01,32
BABURAO GOLLA,Independent,672,Andhra Pradesh,Bapatla,S01,32
GOGULAMUDI NARASIMHA RAO,Independent,614,Andhra Pradesh,Bapatla,S01,32
GADDE THYAGARAJU,Independent,611,Andhra Pradesh,Bapatla,S01,32
BANDELA NAGESWARA RAO,Independent,528,Andhra Pradesh,Bapatla,S01,32
NAKKALA VEERANJANEYULU,Independent,495,Andhra Pradesh,Bapatla,S01,32
None of the Above,None of the Above,4846,Andhra Pradesh,Bapatla,S01,32
MAGUNTA SREENIVASULU REDDY,Telugu Desam,426329,Andhra Pradesh,Ongole,S01,33
Y.V.SUBBA REDDY,Yuvajana Sramika Rythu Congress Party,410917,Andhra Pradesh,Ongole,S01,33
DARISI PAVAN KUMAR,Indian National Congress,9680,Andhra Pradesh,Ongole,S01,33
KRISHNA RAO VEMULA,Bahujan Samaj Party,3608,Andhra Pradesh,Ongole,S01,33
S.S.N.RAJA YADAV,Aam Aadmi Party,2926,Andhra Pradesh,Ongole,S01,33
GOLLAPALLI KISHORE KUMAR REDDY,Jai Samaikyandhra Party,2666,Andhra Pradesh,Ongole,S01,33
KAVURI VENUBABU NAIDU,Independent,2139,Andhra Pradesh,Ongole,S01,33
RADHAKRISHNA SOMISETTY,Independent,1231,Andhra Pradesh,Ongole,S01,33
PAMMI VENKA REDDY,Pyramid Party of India,944,Andhra Pradesh,Ongole,S01,33
BELLAMKONDA VENKATRAO,Independent,623,Andhra Pradesh,Ongole,S01,33
CHAPALA VENKATA RAO,Independent,576,Andhra Pradesh,Ongole,S01,33
KIRAN DASARANNA MATTEGUNTA,Independent,486,Andhra Pradesh,Ongole,S01,33
B. BALAJEE RAO,Independent,434,Andhra Pradesh,Ongole,S01,33
PIDAPARTHI MADHUSUDHANA REDDY,Independent,340,Andhra Pradesh,Ongole,S01,33
DAMA MOHAN RAO,Independent,312,Andhra Pradesh,Ongole,S01,33
None of the Above,None of the Above,3966,Andhra Pradesh,Ongole,S01,33
S.P.Y REDDY,Yuvajana Sramika Rythu Congress Party,532763,Andhra Pradesh,Nandyal,S01,34
N.MD.FAROOK,Telugu Desam,445418,Andhra Pradesh,Nandyal,S01,34
B.Y.RAMAIAH,Indian National Congress,13517,Andhra Pradesh,Nandyal,S01,34
OBULESU THUDUM,Bahujan Samaj Party,9648,Andhra Pradesh,Nandyal,S01,34
NOSSAM MALLIKARJUNA REDDY,Jai Samaikyandhra Party,5254,Andhra Pradesh,Nandyal,S01,34
P.V.N. REDDY,All India Majlis-E-Ittehadul Muslimeen,4738,Andhra Pradesh,Nandyal,S01,34
M RAMANA REDDY,Independent,2986,Andhra Pradesh,Nandyal,S01,34
K.P.KAMBAGIRI SWAMI,Independent,2293,Andhra Pradesh,Nandyal,S01,34
ULLAGI DAVID JAYA KUMAR,Aam Aadmi Party,2010,Andhra Pradesh,Nandyal,S01,34
VANGALA SREENIVASA REDDY,Independent,1694,Andhra Pradesh,Nandyal,S01,34
PIDISELA VIJAY KUMAR,Independent,1065,Andhra Pradesh,Nandyal,S01,34
GADDALA BALASWAMY,Independent,951,Andhra Pradesh,Nandyal,S01,34
I.V PAKKIRA REDDY,Independent,765,Andhra Pradesh,Nandyal,S01,34
P.NARENDRA DEV,Independent,747,Andhra Pradesh,Nandyal,S01,34
None of the Above,None of the Above,6100,Andhra Pradesh,Nandyal,S01,34
BUTTA RENUKA,Yuvajana Sramika Rythu Congress Party,472782,Andhra Pradesh,Kurnool,S01,35
B.T. NAIDU,Telugu Desam,428651,Andhra Pradesh,Kurnool,S01,35
KOTLA JAYASURYAPRAKASH REDDY,Indian National Congress,116603,Andhra Pradesh,Kurnool,S01,35
NOOR AHMED MADANI,Socialistic Democratic Party,11393,Andhra Pradesh,Kurnool,S01,35
VISSA KIRAN KUMAR,Aam Aadmi Party,6522,Andhra Pradesh,Kurnool,S01,35
R.J.MALLIKAL,Bahujan Samaj Party,5746,Andhra Pradesh,Kurnool,S01,35
G.JAKEER HUSSAIN,Jai Samaikyandhra Party,3600,Andhra Pradesh,Kurnool,S01,35
D YUGANDHAR,Independent,2820,Andhra Pradesh,Kurnool,S01,35
D CHAND BASHA,Independent,2605,Andhra Pradesh,Kurnool,S01,35
KOTHURU.SATYANARAYANA GUPTA,Independent,2021,Andhra Pradesh,Kurnool,S01,35
NAGELLA ELIA,Welfare Party Of India,1990,Andhra Pradesh,Kurnool,S01,35
KONDIPARTHI .VENKAT  PRASAD,Republican Party of India,1614,Andhra Pradesh,Kurnool,S01,35
None of the Above,None of the Above,9385,Andhra Pradesh,Kurnool,S01,35
J.C. DIVAKAR REDDI,Telugu Desam,606509,Andhra Pradesh,Anantapur,S01,36
ANANTHA VENKATARAMIREDDY,Yuvajana Sramika Rythu Congress Party,545240,Andhra Pradesh,Anantapur,S01,36
ANIL CHOWDARY.  P,Indian National Congress,16659,Andhra Pradesh,Anantapur,S01,36
T.KULDEEP CHOWDARY,Samaikya Telugu Rajyam,6517,Andhra Pradesh,Anantapur,S01,36
KASANI NAGARAJU,Bahujan Samaj Party,6201,Andhra Pradesh,Anantapur,S01,36
SHAIK. MOHAMMAD SHAFI.,Independent,3018,Andhra Pradesh,Anantapur,S01,36
BOYA ANIL KUMAR,Jai Samaikyandhra Party,2779,Andhra Pradesh,Anantapur,S01,36
D. SOMANATH,Independent,2263,Andhra Pradesh,Anantapur,S01,36
PAVAN KUMAR,Pyramid Party of India,2070,Andhra Pradesh,Anantapur,S01,36
B. SRINIVASULU,Independent,1589,Andhra Pradesh,Anantapur,S01,36
BUZIREDDY VENUGOPAL REDDY,Indian Christian Secular Party,1381,Andhra Pradesh,Anantapur,S01,36
G. NAGARAJU,Independent,1086,Andhra Pradesh,Anantapur,S01,36
G. LALITHA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),944,Andhra Pradesh,Anantapur,S01,36
None of the Above,None of the Above,8798,Andhra Pradesh,Anantapur,S01,36
KRISTAPPA NIMMALA,Telugu Desam,604291,Andhra Pradesh,Hindupur,S01,37
DUDDUKUNTA SREEDHAR REDDY,Yuvajana Sramika Rythu Congress Party,506966,Andhra Pradesh,Hindupur,S01,37
G.C VENKATARAMUDU,Indian National Congress,36452,Andhra Pradesh,Hindupur,S01,37
K.MOHAMMAD SHAMEER BASHA,Jai Samaikyandhra Party,4590,Andhra Pradesh,Hindupur,S01,37
AMUDALA SUBRAMANYAM,Rayalaseema Parirakshana Samithi,4521,Andhra Pradesh,Hindupur,S01,37
ANAND,Pyramid Party of India,3101,Andhra Pradesh,Hindupur,S01,37
MADDIPATLA SUDHAKAR NAIDU,Independent,2332,Andhra Pradesh,Hindupur,S01,37
D. SOMANATH,Independent,2032,Andhra Pradesh,Hindupur,S01,37
CHINTA SARATH KUMAR REDDY,Independent,1275,Andhra Pradesh,Hindupur,S01,37
APPIREDDYGARI KONDA REDDY,Independent,1257,Andhra Pradesh,Hindupur,S01,37
K.PEDDA REDDI,Independent,1152,Andhra Pradesh,Hindupur,S01,37
ASADULLAH K.M,Independent,1099,Andhra Pradesh,Hindupur,S01,37
None of the Above,None of the Above,8189,Andhra Pradesh,Hindupur,S01,37
Y.S. AVINASH REDDY,Yuvajana Sramika Rythu Congress Party,671635,Andhra Pradesh,Kadapa,S01,38
SRINIVASA REDDY REDDEPPAGARI,Telugu Desam,481570,Andhra Pradesh,Kadapa,S01,38
AJAYA KUMAR VEENA,Indian National Congress,14318,Andhra Pradesh,Kadapa,S01,38
MALIKIREDDY. HANUMANTHA REDDY,Bahujan Samaj Party,5513,Andhra Pradesh,Kadapa,S01,38
YELLIPALEM RAMESH.REDDY,Janata Dal  (United),3805,Andhra Pradesh,Kadapa,S01,38
SAJID HUSSAIN,Aam Aadmi Party,3400,Andhra Pradesh,Kadapa,S01,38
DR. SHAIK GHOUSE PEER,Jai Samaikyandhra Party,3218,Andhra Pradesh,Kadapa,S01,38
B. PULLAIAH,Ambedkar National Congress,2565,Andhra Pradesh,Kadapa,S01,38
VARADI SOBHARANI,Dalita Bahujana Party,2240,Andhra Pradesh,Kadapa,S01,38
GAJJALA.RAMA SUBBA REDDY,Pyramid Party of India,1821,Andhra Pradesh,Kadapa,S01,38
POREDDY PRABHAKARA REDDY,Independent,1218,Andhra Pradesh,Kadapa,S01,38
