"AC Name","State","male 18-19","female 18-19","others 18-19","total 18-19","gender roll ratio","electors with EPIC","EPIC percent","electors with photo","PER Percent","male above 18","female above 18","others above 18","total above 18"
"Ghatlodia","Gujarat",3642,2043,0,5685,"943 ","307658 ",100.00,"307658 ",100.00,158351,149307,0,307658
"Vejalpur","Gujarat",3491,2159,0,5650,"938 ","291403 ",100.00,"291403 ",100.00,150393,141009,1,291403
"Vatva","Gujarat",4069,2169,0,6238,"833 ","257650 ",100.00,"257650 ",100.00,140553,117097,0,257650
"Ellisbridge","Gujarat",1673,1159,0,2832,"982 ","230191 ",100.00,"230191 ",100.00,116131,114059,1,230191
"Naranpura","Gujarat",1934,1156,0,3090,"935 ","224555 ",100.00,"224555 ",100.00,116044,108509,2,224555
"Nikol","Gujarat",3134,1668,0,4802,"839 ","228687 ",100.00,"228687 ",100.00,124364,104323,0,228687
"Naroda","Gujarat",2692,1449,1,4142,"869 ","237444 ",100.00,"237444 ",100.00,127028,110412,4,237444
"Thakkarbapa Nagar","Gujarat",2811,1458,0,4269,"878 ","216128 ",100.00,"216128 ",100.00,115077,101050,1,216128
"Bapunagar","Gujarat",2093,1303,0,3396,"880 ","179395 ",100.00,"179395 ",100.00,95402,83992,1,179395
"Amraiwadi","Gujarat",3187,1840,0,5027,"849 ","256774 ",100.00,"256774 ",100.00,138900,117874,0,256774
"Dariapur","Gujarat",1808,1187,0,2995,"931 ","179609 ",100.00,"179609 ",100.00,93037,86572,0,179609
"Jamalpur - Khadia","Gujarat",1930,1271,0,3201,"943 ","187173 ",100.00,"187173 ",100.00,96352,90820,1,187173
"Maninagar","Gujarat",2634,1728,0,4362,"921 ","237240 ",100.00,"237240 ",100.00,123529,113710,1,237240
"Danilimda","Gujarat",2272,1471,0,3743,"902 ","211899 ",100.00,"211899 ",100.00,111425,100473,1,211899
"Sabarmati","Gujarat",2772,1631,0,4403,"897 ","231117 ",100.00,"231117 ",100.00,121852,109264,1,231117
"Asarwa","Gujarat",2128,1204,0,3332,"894 ","192815 ",100.00,"192815 ",100.00,101785,91028,2,192815
"Daskroi","Gujarat",3891,1903,0,5794,"890 ","261375 ",100.00,"261375 ",100.00,138266,123109,0,261375
"Dholka","Gujarat",3179,1538,0,4717,"901 ","210430 ",100.00,"210430 ",100.00,110712,99717,1,210430
"Dhandhuka","Gujarat",3060,1274,0,4334,"854 ","223006 ",100.00,"223006 ",100.00,120277,102729,0,223006
"Dasada","Gujarat",3938,1793,0,5731,"874 ","216323 ",100.00,"216323 ",100.00,115425,100898,0,216323
"Limbdi","Gujarat",4790,1839,0,6629,"879 ","236954 ",100.00,"236954 ",100.00,126083,110870,1,236954
"Wadhwan","Gujarat",3613,1910,0,5523,"910 ","243521 ",100.00,"243521 ",100.00,127512,116008,1,243521
"Chotila","Gujarat",4132,2367,0,6499,"883 ","212402 ",100.00,"212402 ",100.00,112814,99588,0,212402
"Dhrangadhra","Gujarat",4667,2254,0,6921,"885 ","254423 ",100.00,"254423 ",100.00,135001,119421,1,254423
"Morbi","Gujarat",3850,2279,0,6129,"895 ","231802 ",100.00,"231802 ",100.00,122309,109495,0,231804
"Tankara","Gujarat",3828,2484,0,6312,"917 ","206206 ",99.00,"206062 ",99.00,107651,98739,0,206390
"Wankaner","Gujarat",3771,2010,0,5781,"894 ","215636 ",100.00,"215634 ",100.00,113825,101814,0,215639
"Rajkot East","Gujarat",2965,1762,0,4727,"875 ","227309 ",100.00,"227309 ",100.00,121229,106080,0,227309
"Rajkot West","Gujarat",2954,1885,0,4839,"960 ","278475 ",100.00,"278475 ",100.00,142113,136359,3,278475
"Rajkot South","Gujarat",2587,1766,0,4353,"942 ","222045 ",100.00,"222045 ",100.00,114321,107722,2,222045
"Rajkot Rural","Gujarat",3562,1957,0,5519,"879 ","244646 ",100.00,"244646 ",100.00,130235,114411,0,244646
"Jasdan","Gujarat",3712,1752,0,5464,"897 ","211236 ",100.00,"211236 ",100.00,111363,99873,0,211236
"Gondal","Gujarat",3084,1782,0,4866,"924 ","200302 ",100.00,"200302 ",100.00,104120,96180,2,200302
"Jetpur","Gujarat",3307,2097,0,5404,"896 ","240443 ",100.00,"240443 ",100.00,126841,113596,6,240443
"Dhoraji","Gujarat",3135,1688,0,4823,"908 ","239816 ",100.00,"239816 ",100.00,125680,114136,0,239816
"Kalavad S.C.","Gujarat",2805,1579,0,4384,"905 ","202717 ",100.00,"202717 ",100.00,106394,96320,3,202717
"Jamnagar Rural","Gujarat",2890,1615,0,4505,"887 ","199127 ",100.00,"199126 ",100.00,105536,93594,0,199130
"Jamnagar North","Gujarat",2148,1269,0,3417,"916 ","190142 ",100.00,"190142 ",100.00,99225,90918,0,190143
"Jamnagar South","Gujarat",1773,1241,0,3014,"937 ","187736 ",100.00,"187736 ",100.00,96917,90818,3,187738
"Jamjodhpur","Gujarat",2870,1538,0,4408,"890 ","187797 ",100.00,"187795 ",100.00,99363,88434,0,187797
"Khambhalia","Gujarat",3700,1650,0,5350,"907 ","238102 ",100.00,"238102 ",100.00,124825,113267,10,238102
"Dwarka","Gujarat",3287,1397,0,4684,"899 ","233436 ",100.00,"233434 ",100.00,122938,110499,0,233437
"Porbandar","Gujarat",2866,1529,0,4395,"915 ","219016 ",99.00,"218843 ",99.00,114568,104789,0,219357
"Kutiyana","Gujarat",3004,1321,0,4325,"878 ","184078 ",99.00,"183860 ",99.00,98170,86200,0,184370
"Manavadar","Gujarat",3149,1959,0,5108,"895 ","223964 ",99.00,"223808 ",99.00,118293,105861,6,224160
"Junagadh","Gujarat",3151,2035,0,5186,"924 ","230221 ",100.00,"230217 ",99.00,119644,110587,0,230231
"Visavadar","Gujarat",3255,2230,0,5485,"898 ","230412 ",99.00,"230400 ",99.00,121434,108992,0,230426
"Keshod","Gujarat",3269,2007,0,5276,"899 ","208146 ",100.00,"208146 ",100.00,109627,98519,0,208146
"Mangrol","Gujarat",3392,2134,0,5526,"919 ","189903 ",99.00,"189893 ",99.00,99000,90967,0,189967
"Somnath","Gujarat",4525,2945,0,7470,"944 ","216517 ",100.00,"216513 ",100.00,111358,105160,1,216519
"TALALA","Gujarat",3852,2581,0,6433,"925 ","191019 ",99.00,"190866 ",99.00,99371,91949,1,191321
"Kodinar","Gujarat",3942,2517,0,6459,"935 ","193021 ",99.00,"192934 ",99.00,99846,93340,0,193186
"Una","Gujarat",3769,2134,0,5903,"910 ","214444 ",99.00,"213896 ",99.00,113010,102798,1,215809
"Dhari","Gujarat",3237,2174,0,5411,"911 ","201241 ",100.00,"201241 ",100.00,105329,95914,0,201243
"Amreli","Gujarat",3360,2324,0,5684,"932 ","252975 ",100.00,"252975 ",100.00,130943,122033,0,252976
"Lathi","Gujarat",3579,2127,0,5706,"909 ","194443 ",100.00,"194443 ",100.00,101875,92568,0,194443
"Savarkundla","Gujarat",3163,1738,0,4901,"898 ","218552 ",100.00,"218552 ",100.00,115138,103415,1,218554
"Rajula","Gujarat",3747,1792,0,5539,"895 ","220690 ",100.00,"220690 ",100.00,116446,104244,0,220690
"Mahuva","Gujarat",3220,1570,0,4790,"910 ","190009 ",100.00,"190009 ",100.00,99480,90529,0,190009
"Talaja","Gujarat",4112,1997,0,6109,"878 ","202504 ",100.00,"202504 ",100.00,107805,94701,0,202506
"Gariadhar","Gujarat",3143,1566,0,4709,"901 ","191060 ",100.00,"191060 ",100.00,100505,90555,0,191060
"Palitana","Gujarat",4492,2184,0,6676,"905 ","233542 ",100.00,"233542 ",100.00,122592,110950,0,233542
"Bhavnagar Rural","Gujarat",4978,2462,0,7440,"900 ","235076 ",100.00,"235076 ",100.00,123727,111349,0,235076
"Bhavnagar East","Gujarat",2837,1562,0,4399,"950 ","223023 ",100.00,"223023 ",100.00,114353,108669,1,223023
"Bhavnagar West","Gujarat",3204,1669,0,4873,"906 ","217625 ",100.00,"217625 ",100.00,114185,103433,7,217625
"Gadhada","Gujarat",4133,1897,0,6030,"913 ","228206 ",100.00,"228206 ",100.00,119316,108890,0,228206
"Botad","Gujarat",4167,1773,0,5940,"912 ","234140 ",100.00,"234140 ",100.00,122481,111656,3,234140
"Khambhat","Gujarat",2950,1461,0,4411,"890 ","200860 ",100.00,"200860 ",100.00,106285,94573,2,200860
"Borsad","Gujarat",2716,1458,0,4174,"906 ","222014 ",100.00,"222014 ",100.00,116509,105504,1,222014
"Anklav","Gujarat",2815,1338,0,4153,"913 ","186660 ",100.00,"186660 ",100.00,97589,89070,1,186660
"Umreth","Gujarat",2895,1375,0,4270,"920 ","226261 ",100.00,"226260 ",100.00,117868,108393,1,226262
"Anand","Gujarat",3140,1648,1,4789,"947 ","248523 ",99.00,"248497 ",99.00,127745,120919,3,248667
"Petlad","Gujarat",2254,1274,0,3528,"919 ","203730 ",100.00,"203729 ",100.00,106177,97558,0,203735
"Sojitra","Gujarat",2782,1453,0,4235,"902 ","184677 ",100.00,"184670 ",99.00,97095,87585,1,184681
"Matar","Gujarat",3338,1623,1,4962,"913 ","210072 ",100.00,"210072 ",100.00,109801,100269,2,210072
"Nadiad","Gujarat",2065,1227,0,3292,"947 ","226146 ",100.00,"226146 ",100.00,116118,110020,8,226146
"Mehmedabad","Gujarat",3400,1562,0,4962,"932 ","210119 ",100.00,"210119 ",100.00,108785,101334,0,210119
"Mahudha","Gujarat",2368,1187,0,3555,"921 ","205671 ",100.00,"205671 ",100.00,107037,98633,1,205671
"Thasra","Gujarat",3706,1701,0,5407,"901 ","232574 ",100.00,"232574 ",100.00,122325,110247,2,232574
"Kapadvanj","Gujarat",4704,2400,0,7104,"928 ","252277 ",100.00,"252277 ",100.00,130832,121444,1,252277
"Balasinor","Gujarat",3994,2023,0,6017,"905 ","240735 ",100.00,"240735 ",100.00,126368,114367,0,240735
"Lunawada","Gujarat",4649,2774,0,7423,"939 ","244955 ",100.00,"244955 ",100.00,126340,118615,0,244955
"Santrampur","Gujarat",3906,2539,0,6445,"921 ","189692 ",100.00,"189692 ",100.00,98731,90961,0,189692
"Shahera","Gujarat",3660,1896,0,5556,"917 ","214494 ",100.00,"214494 ",100.00,111878,102615,1,214494
"Morva Hadaf","Gujarat",3430,2142,0,5572,"947 ","180973 ",100.00,"180973 ",100.00,92956,88017,0,180973
"Godhra","Gujarat",3564,1948,0,5512,"935 ","228520 ",100.00,"228520 ",100.00,118071,110449,0,228520
"Kalol","Gujarat",3433,1888,0,5321,"911 ","216835 ",100.00,"216835 ",100.00,113490,103345,0,216835
"Halol","Gujarat",3794,1900,0,5694,"902 ","228973 ",100.00,"228973 ",100.00,120365,108607,1,228973
"Fatepura","Gujarat",3326,2629,0,5955,"977 ","190933 ",100.00,"190933 ",100.00,96601,94331,2,190934
"Jhalod","Gujarat",3599,2725,0,6324,"981 ","207342 ",99.00,"207342 ",99.00,104682,102707,0,207389
"Limkheda","Gujarat",3309,2283,0,5592,"1010 ","173307 ",100.00,"173306 ",100.00,86242,87061,5,173308
"Dahod","Gujarat",3186,1993,0,5179,"987 ","214663 ",100.00,"214663 ",100.00,108041,106625,0,214666
"Garbada","Gujarat",2796,2106,0,4902,"1016 ","216069 ",99.00,"216069 ",99.00,107203,108925,0,216128
"Devgadbaria","Gujarat",3564,2237,0,5801,"977 ","206734 ",100.00,"206734 ",100.00,104551,102183,0,206734
"Savli","Gujarat",2787,1185,1,3973,"911 ","196271 ",100.00,"196271 ",100.00,102702,93568,1,196271
"Vaghodia","Gujarat",3416,1355,0,4771,"907 ","206570 ",100.00,"206570 ",100.00,108335,98235,0,206570
"Chhota Udaipur","Gujarat",3465,1817,0,5282,"931 ","219967 ",99.00,"219597 ",99.00,114784,106918,2,221704
"Jetpur","Gujarat",3073,1658,0,4731,"921 ","223316 ",99.00,"222888 ",99.00,116774,107581,0,224355
"Sankheda","Gujarat",2785,1512,0,4297,"932 ","238272 ",99.00,"237926 ",99.00,123996,115523,0,239519
"Dabhoi","Gujarat",2657,1450,0,4107,"932 ","189171 ",100.00,"189171 ",100.00,97922,91249,0,189171
"Vadodara City","Gujarat",2984,1920,0,4904,"930 ","249818 ",100.00,"249818 ",100.00,129434,120384,0,249818
"Sayajigunj","Gujarat",2887,1943,0,4830,"932 ","250290 ",100.00,"250290 ",100.00,129517,120773,0,250290
"Akota","Gujarat",2395,1726,0,4121,"948 ","226964 ",100.00,"226964 ",100.00,116494,110465,5,226964
"Raopura","Gujarat",2617,1710,0,4327,"952 ","250581 ",100.00,"250581 ",100.00,128358,122206,17,250581
"Manjalpur","Gujarat",2612,1607,0,4219,"913 ","210316 ",100.00,"210316 ",100.00,109915,100400,1,210316
"Padra","Gujarat",3373,1690,1,5064,"914 ","204220 ",100.00,"204220 ",100.00,106674,97544,2,204220
"Karjan","Gujarat",2454,1427,0,3881,"920 ","186244 ",100.00,"186244 ",100.00,97018,89218,8,186244
"Nandod","Gujarat",3040,2016,0,5056,"929 ","206874 ",99.00,"206068 ",98.00,108268,100556,0,208824
"Dediyapada","Gujarat",4101,3424,0,7525,"989 ","179469 ",99.00,"179393 ",99.00,90546,89516,0,180062
"Jambusar","Gujarat",3102,1682,1,4785,"897 ","207416 ",100.00,"207416 ",100.00,109317,98092,7,207416
"Vagra","Gujarat",2703,1569,1,4273,"924 ","178936 ",100.00,"178936 ",100.00,92984,85950,2,178936
"Jhagadia","Gujarat",3195,2278,0,5473,"935 ","216973 ",100.00,"216973 ",100.00,112105,104866,2,216973
"Bharuch","Gujarat",2845,1874,1,4720,"932 ","225328 ",100.00,"225328 ",100.00,116608,108716,4,225328
"Ankleshwar","Gujarat",2672,1703,0,4375,"899 ","197710 ",100.00,"197710 ",100.00,104115,93594,1,197710
"Olpad","Gujarat",4760,2719,0,7479,"876 ","296122 ",100.00,"296122 ",100.00,157871,138244,7,296122
"Mangrol","Gujarat",2954,2041,0,4995,"950 ","180153 ",100.00,"180153 ",100.00,92406,87746,1,180153
"Mandvi","Gujarat",3346,2586,1,5933,"1009 ","214781 ",100.00,"214781 ",100.00,106924,107854,3,214781
"Kamrej","Gujarat",5204,2425,0,7629,"808 ","343564 ",100.00,"343564 ",100.00,190002,153562,0,343564
"Surat East","Gujarat",2178,1665,1,3844,"964 ","196226 ",100.00,"196226 ",100.00,99898,96321,7,196226
"Surat North","Gujarat",1674,1091,0,2765,"881 ","154146 ",100.00,"154146 ",100.00,81935,72202,9,154146
"Varachha Road","Gujarat",2855,1416,0,4271,"759 ","191568 ",100.00,"191568 ",100.00,108916,82651,1,191568
"Karanj","Gujarat",1792,734,0,2526,"722 ","148908 ",100.00,"148908 ",100.00,86488,62415,5,148908
"Limbayat","Gujarat",3090,1546,0,4636,"754 ","238581 ",100.00,"238581 ",100.00,136020,102553,8,238581
"Udhna","Gujarat",3108,1602,0,4710,"689 ","229906 ",100.00,"229906 ",100.00,136139,93760,7,229906
"Majura","Gujarat",2428,1432,0,3860,"812 ","227219 ",100.00,"227219 ",100.00,125413,101803,3,227219
"Katargam","Gujarat",3709,1996,0,5705,"772 ","252983 ",100.00,"252983 ",100.00,142804,110179,0,252983
"Surat West","Gujarat",2879,1986,0,4865,"952 ","207733 ",100.00,"207733 ",100.00,106413,101320,0,207733
"Choryasi","Gujarat",4127,2018,0,6145,"702 ","342148 ",100.00,"342148 ",100.00,200995,141150,3,342148
"Bardoli","Gujarat",2461,1635,0,4096,"914 ","208430 ",100.00,"208430 ",100.00,108909,99518,3,208430
"Mahuva","Gujarat",2674,2086,0,4760,"1004 ","205896 ",100.00,"205896 ",100.00,102747,103149,0,205896
"Vyara","Gujarat",2914,2339,0,5253,"1027 ","196705 ",100.00,"196705 ",100.00,97023,99682,0,196705
"Nizar","Gujarat",4237,3428,0,7665,"1017 ","239831 ",99.00,"239829 ",99.00,118924,121003,1,239928
"Dangs","Gujarat",3202,2779,0,5981,"990 ","152169 ",99.00,"152161 ",99.00,76559,75776,0,152335
"Jalalpore","Gujarat",2993,2053,0,5046,"933 ","203945 ",100.00,"203945 ",100.00,105515,98427,3,203945
"Navsari","Gujarat",2521,2034,1,4556,"964 ","216404 ",100.00,"216404 ",100.00,110162,106227,15,216404
"Gandevi","Gujarat",4064,3136,0,7200,"963 ","259704 ",100.00,"259704 ",100.00,132264,127434,6,259704
"Vansda","Gujarat",4159,3420,0,7579,"997 ","261433 ",100.00,"261433 ",100.00,130916,130517,0,261433
"Dharampur","Gujarat",2927,2195,0,5122,"988 ","211330 ",99.00,"210965 ",99.00,107051,105733,0,212784
"Valsad","Gujarat",2682,1815,0,4497,"952 ","227378 ",99.00,"227347 ",99.00,116513,110945,0,227458
"Pardi","Gujarat",1924,1257,0,3181,"886 ","202808 ",100.00,"202808 ",100.00,107531,95281,1,202813
"Kaprada","Gujarat",3175,2120,0,5295,"982 ","215013 ",99.00,"214927 ",99.00,108809,106836,0,215645
"Umbergaon","Gujarat",2816,1630,0,4446,"863 ","221760 ",99.00,"221536 ",99.00,119591,103209,0,222800
"Kalka","Haryana",1804,919,0,2723,"864 ","151296 ",100.00,"151296 ",100.00,81148,70148,0,151296
"Panchkula","Haryana",1915,1169,0,3084,"874 ","186688 ",100.00,"186688 ",100.00,99612,87076,0,186688
"Naraingarh","Haryana",2492,963,0,3455,"862 ","163964 ",100.00,"163964 ",100.00,88051,75913,0,163964
"Ambala Cantt.","Haryana",1739,1235,0,2974,"876 ","166094 ",100.00,"166094 ",100.00,88538,77556,0,166094
"Ambala City","Haryana",2624,1397,0,4021,"888 ","219214 ",100.00,"219214 ",100.00,116139,103075,0,219214
"Mulana (SC)","Haryana",2631,847,0,3478,"837 ","188012 ",100.00,"188012 ",100.00,102374,85638,0,188012
"Sadhaura (SC)","Haryana",3261,951,0,4212,"848 ","190088 ",100.00,"190088 ",100.00,102855,87233,0,190088
"Jagadhri","Haryana",3215,1200,0,4415,"840 ","188136 ",100.00,"188136 ",100.00,102228,85908,0,188136
"Yamunanagar","Haryana",2352,965,0,3317,"838 ","189592 ",100.00,"189592 ",100.00,103168,86424,0,189592
"Radaur","Haryana",2994,1049,0,4043,"850 ","174105 ",100.00,"174105 ",100.00,94122,79983,0,174105
"Ladwa","Haryana",3150,1114,0,4264,"866 ","159206 ",100.00,"159206 ",100.00,85313,73893,0,159206
"Shahbad (SC)","Haryana",2772,813,0,3585,"866 ","142607 ",100.00,"142607 ",100.00,76418,66189,0,142607
"Thanesar","Haryana",2792,1044,0,3836,"858 ","153981 ",100.00,"153981 ",100.00,82854,71127,0,153981
"Pehowa","Haryana",3071,1168,0,4239,"882 ","154567 ",100.00,"154567 ",100.00,82120,72447,0,154567
"Guhla (SC)","Haryana",2633,907,0,3540,"871 ","156874 ",100.00,"156874 ",100.00,83858,73016,0,156874
"Kalayat","Haryana",2585,628,0,3213,"801 ","178997 ",100.00,"178997 ",100.00,99372,79625,0,178997
"Kaithal","Haryana",2675,1062,0,3737,"852 ","173425 ",100.00,"173425 ",100.00,93619,79806,0,173425
"Pundri","Haryana",2782,972,0,3754,"827 ","161592 ",100.00,"161592 ",100.00,88431,73161,0,161592
"Nilokheri (SC)","Haryana",2717,871,0,3588,"850 ","179176 ",100.00,"179176 ",100.00,96867,82309,0,179176
"Indri","Haryana",3185,1054,0,4239,"847 ","168363 ",100.00,"168363 ",100.00,91168,77195,0,168363
"Karnal","Haryana",2270,1335,0,3605,"891 ","195647 ",100.00,"195647 ",100.00,103450,92197,0,195647
"Gharaunda","Haryana",2663,863,0,3526,"831 ","180761 ",100.00,"180761 ",100.00,98732,82029,0,180761
"Assandh","Haryana",3023,931,0,3954,"832 ","193919 ",100.00,"193919 ",100.00,105850,88069,0,193919
"Panipat Rural","Haryana",4032,1420,0,5452,"813 ","191228 ",100.00,"191228 ",100.00,105481,85747,0,191228
"Panipat City","Haryana",2683,1319,0,4002,"850 ","193355 ",100.00,"193355 ",100.00,104492,88863,0,193355
"Israna (SC)","Haryana",3262,1307,0,4569,"845 ","158116 ",100.00,"158116 ",100.00,85685,72431,0,158116
"Samalkha","Haryana",3625,1524,0,5149,"830 ","177176 ",100.00,"177176 ",100.00,96821,80355,0,177176
"Ganaur","Haryana",3362,949,0,4311,"811 ","147339 ",100.00,"147339 ",100.00,81338,66001,0,147339
"Rai","Haryana",1995,646,0,2641,"783 ","144902 ",100.00,"144902 ",100.00,81274,63628,0,144902
"Kharkhauda (SC)","Haryana",1753,557,0,2310,"804 ","135890 ",100.00,"135890 ",100.00,75329,60561,0,135890
"Sonipat","Haryana",2111,1150,0,3261,"887 ","168435 ",100.00,"168435 ",100.00,89267,79168,0,168435
"Gohana","Haryana",2306,785,0,3091,"826 ","148270 ",100.00,"148270 ",100.00,81199,67071,0,148270
"Baroda","Haryana",2274,558,0,2832,"782 ","156577 ",100.00,"156577 ",100.00,87845,68732,0,156577
"Julana","Haryana",2513,878,0,3391,"811 ","158012 ",100.00,"158012 ",100.00,87232,70780,0,158012
"Safidon","Haryana",2615,799,0,3414,"820 ","161531 ",100.00,"161531 ",100.00,88749,72782,0,161531
"Jind","Haryana",2561,1507,0,4068,"863 ","157010 ",100.00,"157010 ",100.00,84256,72754,0,157010
"Uchana kalan","Haryana",2894,871,0,3765,"806 ","186963 ",100.00,"186963 ",100.00,103523,83440,0,186963
"Narwana (SC)","Haryana",2937,910,0,3847,"829 ","185263 ",100.00,"185263 ",100.00,101269,83994,0,185263
"Tohana","Haryana",4073,1825,0,5898,"885 ","200789 ",100.00,"200789 ",100.00,106542,94247,0,200789
"Fatehabad","Haryana",3941,1608,0,5549,"865 ","215948 ",100.00,"215948 ",100.00,115820,100128,0,215948
"Ratia (SC)","Haryana",3524,1511,0,5035,"896 ","192718 ",100.00,"192718 ",100.00,101667,91051,0,192718
"Kalawali (SC)","Haryana",2841,994,0,3835,"873 ","159012 ",100.00,"159012 ",100.00,84913,74099,0,159012
"Dabwali","Haryana",2970,1066,0,4036,"872 ","178593 ",100.00,"178593 ",100.00,95408,83185,0,178593
"Rania","Haryana",3313,1518,0,4831,"884 ","161409 ",100.00,"161409 ",100.00,85683,75726,0,161409
"Sirsa","Haryana",2224,934,0,3158,"882 ","178224 ",100.00,"178224 ",100.00,94686,83538,0,178224
"Ellenabad","Haryana",3293,1617,0,4910,"871 ","164246 ",100.00,"164246 ",100.00,87787,76459,0,164246
"Adampur","Haryana",2506,1032,0,3538,"852 ","149898 ",100.00,"149898 ",100.00,80927,68971,0,149898
"Uklana (SC)","Haryana",2914,970,0,3884,"824 ","175188 ",100.00,"175188 ",100.00,96057,79131,0,175188
"Narnaund","Haryana",2799,829,0,3628,"804 ","180926 ",100.00,"180926 ",100.00,100313,80613,0,180926
"Hansi","Haryana",2356,974,0,3330,"840 ","160974 ",100.00,"160974 ",100.00,87463,73511,0,160974
"Barwala","Haryana",2764,1275,0,4039,"853 ","153127 ",100.00,"153127 ",100.00,82639,70488,0,153127
"Hisar","Haryana",1802,1019,0,2821,"870 ","149090 ",100.00,"149090 ",100.00,79717,69373,0,149090
"Nalwa","Haryana",2197,978,0,3175,"862 ","145983 ",100.00,"145983 ",100.00,78384,67599,0,145983
"Loharu","Haryana",3226,1307,0,4533,"857 ","163440 ",100.00,"163440 ",100.00,88033,75407,0,163440
"Badhra","Haryana",2571,1091,0,3662,"877 ","160187 ",100.00,"160187 ",100.00,85329,74858,0,160187
"Dadri","Haryana",2714,1218,0,3932,"869 ","166221 ",100.00,"166221 ",100.00,88922,77299,0,166221
"Bhiwani","Haryana",2341,1452,0,3793,"864 ","172290 ",100.00,"172290 ",100.00,92426,79864,0,172290
"Tosham","Haryana",2982,1388,0,4370,"853 ","176799 ",100.00,"176799 ",100.00,95418,81381,0,176799
"Bawani Khera (SC)","Haryana",2935,1302,0,4237,"845 ","175075 ",100.00,"175075 ",100.00,94890,80185,0,175075
"Meham","Haryana",1966,639,0,2605,"811 ","159243 ",100.00,"159243 ",100.00,87910,71333,0,159243
"Garhi Sampla-Kiloi","Haryana",2304,757,0,3061,"819 ","179795 ",100.00,"179795 ",100.00,98833,80962,0,179795
"Rohtak","Haryana",1550,925,0,2475,"908 ","165807 ",100.00,"165807 ",100.00,86882,78925,0,165807
"Kalanaur (SC)","Haryana",1932,712,0,2644,"840 ","167998 ",100.00,"167998 ",100.00,91294,76704,0,167998
"Bahadurgarh","Haryana",2639,1000,0,3639,"815 ","172683 ",100.00,"172683 ",100.00,95141,77542,0,172683
"Badli","Haryana",2391,744,0,3135,"846 ","151667 ",100.00,"151667 ",100.00,82152,69515,0,151667
"Jhajjar (SC)","Haryana",2008,694,0,2702,"877 ","149184 ",100.00,"149184 ",100.00,79480,69704,0,149184
"Beri","Haryana",2069,617,0,2686,"833 ","151216 ",100.00,"151216 ",100.00,82476,68740,0,151216
"Ateli","Haryana",1826,462,0,2288,"882 ","162439 ",100.00,"162439 ",100.00,86290,76149,0,162439
"Mahendragarh","Haryana",2017,443,0,2460,"877 ","165142 ",100.00,"165142 ",100.00,87969,77173,0,165142
"Narnaul","Haryana",1514,506,0,2020,"869 ","122154 ",100.00,"122154 ",100.00,65361,56793,0,122154
"Nangal chaudhry","Haryana",1413,298,0,1711,"853 ","129370 ",100.00,"129370 ",100.00,69804,59566,0,129370
"Bawal (SC)","Haryana",2776,1217,0,3993,"895 ","178555 ",100.00,"178555 ",100.00,94219,84336,0,178555
"Kosli","Haryana",3108,1138,0,4246,"903 ","202447 ",100.00,"202447 ",100.00,106387,96060,0,202447
"Rewari","Haryana",2445,1268,0,3713,"880 ","195063 ",100.00,"195063 ",100.00,103762,91301,0,195063
