Candidate,Constituency,Criminal Cases,Education,ID,Party,Sno,Total Assets,Total Liabilities,Year
RAM VIR SINGH BHAIYAJI,Hathras,0,Not Given,4413,BSP,2387,212000,0,2004
RAMA NAND SINHA,Patna,0,Others,775,IND,2388,100000,0,2004
RAMA RAO DAGGUPATI,Ongole,0,Not Given,199,IND,2389,130000,0,2004
RAMA SHANKAR RAM,Samastipur,0,Graduate,824,IND,2390,159500,0,2004
RAMACHANDRA GOWDA,Kanakapura,2,Graduate,1755,BJP,2391,12287895,1354821,2004
RAMACHANDRA NAIK,Phulbani,0,10th Pass,2939,IND,2392,270000,0,2004
RAMACHANDRA RAO. J,Vijayawada,0,Post Graduate,265,TRS,2393,220000,0,2004
RAMACHANDRAN. K N,Chengalpattu,0,Graduate,3327,ADMK,2394,58066000,0,2004
RAMADASS. M.,Pondicherry,0,Doctorate,2954,PMK,2395,3217000,247304,2004
RAMADHAR RAJWAR,Gaya,0,8th Pass,586,IJP,2396,105000,0,2004
RAMADOSS. M,Madurai,0,Not Given,3524,ABHM,2397,1011960,0,2004
RAMAKANT YADAV,Azamgarh,9,10th Pass,3992,BSP,2398,17358777,200000,2004
RAMAKRISHNA REDDY. S,Nandyal,0,Not Given,170,IND,2399,1480000,201500,2004
RAMANAND,Bhiwani,0,Literate,1210,BSP,2400,4646000,250000,2004
RAMANAND YADAV,Kannauj,2,Graduate,4519,BJP,2401,1165500,0,2004
RAMASARE (BACHHAN) YADAV,Mumbai North,1,10th Pass,2481,KKJHS,2402,290000,0,2004
RAMASHANKAR,Sarangarh,0,10th Pass,987,IND,2403,50000,0,2004
RAMASHRAY PRASAD SINGH,Jahanabad,0,Not Given,611,SPVD,2404,2322751,200000,2004
RAMASHRAYA RAI,Sitamarhi,0,Not Given,855,IND,2405,499782,0,2004
RAMBAHADUR SINGH,Maharajganj,0,Graduate,687,SJP(R),2406,4226054,57222,2004
RAMBILAS PASWAN,Khagaria,0,8th Pass,647,IND,2407,47000,0,2004
RAMCHANDER BAINDA,Faridabad,0,10th Pass,1224,BJP,2408,20226019,0,2004
RAMCHANDRA MAHTO,Samastipur,0,10th Pass,816,CPI,2409,811201,19518,2004
RAMCHANDRA NARAYAN KACHAVE,Mumbai North West,0,Post Graduate,2518,KKJHS,2410,126000,0,2004
RAMCHANDRA SAHANI,Bettiah,1,Post Graduate,510,CPI,2411,1145500,231000,2004
RAMCHANDRA VEERAPPA,Bidar,0,Literate,1676,BJP,2412,2480708,816000,2004
RAMDAS MAHANT,Janjgir,0,Not Given,938,CSP,2413,0,0,2004
RAMDEO SHARMA,Saharsa,0,10th Pass,810,IND,2414,33500,0,2004
RAMESH BAIS,Raipur,0,12th Pass,963,BJP,2415,9690604,0,2004
RAMESH CHAND TOMAR,Hapur,0,Doctorate,4386,BJP,2416,7948654,638638,2004
RAMESH CHANDER SHARMA,Jammu,0,10th Pass,1403,IND,2417,802000,0,2004
RAMESH CHANDRA SHARMA ADVOCATE,Sikar,0,Graduate Professional,3290,IND,2418,162000,0,2004
RAMESH CHENNITHALA,Mavelikara,0,Graduate,1910,INC,2419,2571215,571983,2004
RAMESH KUMAR,New Delhi,0,12th Pass,2800,IND,2420,282081,0,2004
RAMESH KUMAR BHAT,Anantnag,0,10th Pass,1389,IND,2421,1419045,0,2004
RAMESH ROHIDAS NIRMAL,Pandharpur,0,Graduate,2589,BSP,2422,175000,10000,2004
RAMESH TALWAR,Amritsar,1,Post Graduate,2978,IND,2423,31715878,0,2004
RAMESHWAR KUMAR BHARTI,Arrah,0,Graduate,442,JP,2424,321000,0,2004
RAMESHWAR LAL,Bikaner,0,Not Given,3168,INC,2425,16819000,2482000,2004
RAMESHWAR ORAON,Lohardaga,0,Doctorate,1579,INC,2426,9238423,364452,2004
RAMESHWAR PATEL,Indore,1,12th Pass,2109,INC,2427,31395185,3449831,2004
RAMESHWAR PRASAD,Bikramganj,0,Graduate,542,IND,2428,189229,0,2004
RAMESHWAR PRASAD GUPTA,Arrah,0,10th Pass,441,IND,2429,1719000,22000,2004
RAMESHWAR RAI,Muzaffarpur,0,Others,719,BSP,2430,3540000,0,2004
RAMESHWAR SINGH,Aurangabad,0,Graduate,454,IND,2431,989000,50000,2004
RAMGOPAL JONWAL,Bhilwara,0,Graduate,3166,BSP,2432,543500,0,2004
RAMGOPAL SHAKYA,Etah,1,12th Pass,4225,BSP,2433,2137500,250000,2004
RAMGOPAL YADAV,Khandwa,0,10th Pass,2152,BSP,2434,1326000,0,2004
RAMGULAM SAHANI,Khagaria,0,Graduate,649,SAP,2435,1332034,50000,2004
RAMJI DAS RISHIDEO,Araria,0,12th Pass,422,SP,2436,1294500,350356,2004
RAMJI LAL,Hissar,0,5th Pass,1242,IND,2437,1563000,0,2004
RAMJIVAN SINGH,Balia,0,Post Graduate,471,JD(U),2438,11973598,20000,2004
RAMKISHORE YADAV,Damoh,0,5th Pass,2067,BSP,2439,3829876,181595,2004
RAMKRUSHANA PATNAIK,Aska,0,Post Graduate,2855,INC,2440,5234000,204828,2004
RAMKRUSHNA BABA PATIL,Aurangabad,3,Literate,2313,INC,2441,8069316,29900,2004
RAMLAKHAN,Surguja,0,Literate,996,IND,2442,365000,0,2004
RAMLAL,Bilaspur,0,Not Given,914,SP,2443,0,0,2004
RAMLAL,Shahdol,0,Literate,2248,BSP,2444,160000,12000,2004
RAMMURTI KESHVRAO CHIMOTE,Nagpur,0,Literate,2543,GGP,2445,89567,0,2004
RAMNARAYAN SINGH AYAM,Surguja,0,Graduate,997,BSP,2446,726164,0,2004
RAMNATH SARFE,Bastar,0,Post Graduate,902,CPI,2447,77000,20328,2004
RAMNAYAK TIWARI,Mumbai South,0,12th Pass,2526,ABJS,2448,75000,4200,2004
RAMNIWAS,Hissar,0,Graduate Professional,1245,SP,2449,4088515,0,2004
RAMPHAL,Rohtak,0,10th Pass,1314,IND,2450,276518,0,2004
Rampratap Baraik,Alipurduars,0,5th Pass,5085,IND,2451,0,0,2004
RAMPRIT GOD,Siwan,0,Others,862,GGP,2452,201477,0,2004
RAMPRIT THAKUR,Samastipur,0,12th Pass,820,IND,2453,360807,0,2004
RAMPUKAR SINGH,Raigarh,0,8th Pass,959,INC,2454,4350000,300000,2004
RAMRAGHUNATH,Nagaur,0,12th Pass,3261,INC,2455,14170905,150000,2004
RAMSEVAK SINGH ( BABUJI),Gwalior,0,5th Pass,2089,INC,2456,5443950,0,2004
RAMSING BOOTPOLISHWALA,Thane,0,Illiterate,2667,IND,2457,615200,0,2004
RAMSINGH DHAKRE,Bhind,0,12th Pass,2015,BSP,2458,7736868,0,2004
RAMSINGH KASWAN,Churu,0,Graduate Professional,3185,BJP,2459,13198438,208154,2004
RAMSWAROOP KOLI,Bayana,3,8th Pass,3148,BJP,2460,1053100,0,2004
RAMU BANIK,Tripura West,0,Others,3886,IND,2461,0,0,2004
RAMVILAS KIRAR,Guna,0,8th Pass,2080,BSP,2462,260000,0,2004
RANA GURJEET SINGH,Jullundur,0,10th Pass,3039,INC,2463,205828008,2500000,2004
RANA RAJENDRASINH GHANASHYAMSINH (RAJUBHAI RANA),Bhavnagar,0,Graduate Professional,1066,BJP,2464,2350613,0,2004
RANA SINGH,Arrah,0,Not Given,443,IND,2465,37000,0,2004
RANBIR SINGH,Ambala,0,Graduate,1198,ES,2466,1022000,350000,2004
RANDHIR SINGH,Hissar,0,Post Graduate,1246,IND,2467,158411,0,2004
RANEE NARAH,Lakhimpur,0,Graduate,382,INC,2468,5556439,0,2004
Ranen Barman,Balurghat,0,10th Pass,5098,RSP,2469,968333,0,2004
RANI. K,Rasipuram,1,Post Graduate,3654,INC,2470,13775000,2077289,2004
RANJAN PRASAD YADAV,Patna,0,Others,757,SPVD,2471,6466000,0,2004
RANJEET RANJAN,Saharsa,0,12th Pass,803,LJNSP,2472,2549000,0,2004
RANJIB BISWAL,Jagatsinghpur,2,Graduate,2904,INC,2473,7391315,0,2004
Ranjit Banerjee,Calcutta South,0,10th Pass,5200,IND,2474,265557,0,2004
RANJIT SINGH,Hamirpur,0,Post Graduate,1357,JD(S),2475,10000,0,2004
RANJIT SINGH,Buxar,0,Others,555,SP,2476,3864000,393866,2004
RANJIT THAKURIA,Barpeta,0,Graduate,315,BJP,2477,400000,0,2004
RANVEER SINGH GUDHA,Jhunjhunu,19,Graduate,3233,LJNSP,2478,392316,0,2004
RANVIR SINGH,Rohtak,0,12th Pass,1311,IND,2479,1042874,0,2004
RANVIR YADAV,Banka,15,10th Pass,486,SP,2480,267277,100000,2004
RASA SINGH RAWAT,Ajmer,0,Post Graduate,3117,BJP,2481,1471446,0,2004
RASHEED MASOOD,Saharanpur,1,Post Graduate,4868,SP,2482,26175490,3050977,2004
RASHIDUL HAQUE,Kaliabor,3,10th Pass,360,JD(U),2483,1128000,0,2004
RASHPAL SINGH GILL,Ludhiana,0,Graduate,3054,IND,2484,194000,250000,2004
RATAN LAL,Jhalawar,0,Not Given,3230,BSP,2485,15000,0,2004
Ratan Lal Baraik,Alipurduars,0,Graduate,5083,INC,2486,943500,0,2004
RATAN RAM,Almora,0,8th Pass,5035,IND,2487,286000,1000,2004
RATAN TERON,Autonomous District,0,Graduate,308,BJP,2488,3246423,0,2004
RATHOD HARISING NASARU,Yavatmal,0,Graduate,2691,BJP,2489,3801000,945123,2004
RATHOD SANJAYKUMAR TULSHIRAM,Hingoli,0,Graduate,2394,BBM,2490,50000,0,2004
RATNAKAR DHUSIYA,Basti,0,Post Graduate,4108,SP,2491,1455715,0,2004
RATNESHWAR MISHRA,Sitamarhi,0,Not Given,858,IND,2492,0,0,2004
RATTAN LAL KATARIA,Ambala,0,Post Graduate,1194,BJP,2493,4291700,396413,2004
RATTAN SINGH,Tarn Taran,1,Graduate Professional,3108,SAD,2494,29516341,0,2004
RAUNAQ SINGH,Ambala,0,Post Graduate,1200,IND,2495,3867798,50000,2004
RAUT DEORAO JAGANNATH,Chimur,0,Post Graduate,2367,IND,2496,365000,24000,2004
RAUT JAGANNATHRAO NILKANTHRAO,Wardha,0,Graduate,2676,SVRP,2497,130000,0,2004
RAUT VITTHAL KUNDLIK,Osmanabad,0,Illiterate,2580,IND,2498,574850,70,2004
RAVEL SINGH,Tarn Taran,0,Others,3111,BSP,2499,1252000,0,2004
RAVI GARG,Jodhpur,0,12th Pass,3243,JP,2500,328912,15520,2004
RAVI GAUTAM,Khurja,0,12th Pass,4574,BSP,2501,8800925,0,2004
RAVI KUMAR M,Kolar,0,10th Pass,1772,IND,2502,403200,0,2004
RAVI PRAKASH VERMA,Kheri,0,Graduate Professional,4557,SP,2503,2916963,246079,2004
RAVI SHANKAR KUSHWAHA,Patna,0,12th Pass,762,IND,2504,50000,0,2004
"RAVICHANDRAN, A",Sivakasi,0,Graduate,3694,MDMK,2505,3058910,0,2004
RAVINDR,Etah,0,Post Graduate,4226,INC,2506,3009689,60000,2004
RAVINDRA KUMAR PANDEY,Giridih,1,Graduate,1505,BJP,2507,20098807,2948961,2004
RAWAT PRAMILA,Pune,0,8th Pass,2609,IND,2508,20857,0,2004
RAYAPATI  SAMBASIVA RAO,Guntur,0,Not Given,74,INC,2509,48198297,9889900,2004
REDDIPOGU DAVID,Kurnool,0,Not Given,122,BSP,2510,537500,720000,2004
REENA CHOUDHARY,Mohanlalganj,0,Graduate,4720,INC,2511,3082770,1715300,2004
"REGUPATHY, S.",Pudukkottai,2,Graduate Professional,3623,DMK,2512,15938121,1326075,2004
REHMAT MASIH,Amritsar,0,Not Given,2979,IND,2513,3679000,0,2004
REKHA SHARMA,Chandigarh,0,10th Pass,893,IND,2514,30717,0,2004
REKHRAJ FOUJI,Ajmer,0,Literate,3120,IND,2515,125000,300000,2004
RELAM CHAUHAN,Jhabua,0,Post Graduate,2133,BJP,2516,4974000,284600,2004
REMSINGH KIRADE ( REMA),Khargone,1,Literate,2159,IND,2517,140000,0,2004
RENU KUMARI,Khagaria,0,Post Graduate,643,JD(U),2518,1528295,0,2004
RENUKA CHOWDHURY,Khammam,1,Post Graduate,110,INC,2519,136912161,300414,2004
RENUKA RAWAT,Almora,0,Graduate Professional,5028,INC,2520,3082890,0,2004
REVTI SINGH MARAVI,Bhopal,0,Not Given,2034,GGP,2521,0,0,2004
Rina Mondal,Katwa,0,5th Pass,5326,IND,2522,150770,90000,2004
RISHI RAM GUPTA,Karnal,0,10th Pass,1264,IND,2523,7080000,839000,2004
RISHIJEE JANAPREMI,Bagaha,0,Not Given,463,IND,2524,450000,0,2004
RITA VERMA,Dhanbad,1,Doctorate,1476,BJP,2525,3947004,0,2004
Rizwan Ahmad Siddiqui,Calcutta North West,0,Not Given,5186,BSP,2526,0,0,2004
RIZWAN ZAHEER ALIAS RIJJU BHAYA,Balrampur,2,Graduate,4045,BSP,2527,4011532,0,2004
ROHIT KUMAR CHAUHAN,Sarangarh,0,Not Given,988,SP,2528,1000000,0,2004
ROHIT KUMAR JOSHI,Mangalore,0,Literate,1788,KNDP,2529,360000,0,2004
ROHITASH KUMAR SHARMA,Dausa,0,10th Pass,3196,INLD,2530,3227694,0,2004
ROHTASH,Mahendragarh,0,8th Pass,1291,BSP,2531,103070,697000,2004
ROMAN KUMAR SAHU,Rajnandgaon,0,Not Given,981,SP,2532,920000,175000,2004
ROOP CHAND,Hardwar,1,Not Given,5049,SHS,2533,742000,0,2004
ROOP CHAND,Kurukshetra,0,10th Pass,1280,IND,2534,1821500,6000,2004
ROOP DHAR YADAV,Chandni Chowk,0,Not Given,2729,SAP,2535,80700,0,2004
ROSANGZUALA,Outer Manipur,0,Graduate,2710,JD(U),2536,545036,0,2004
ROSHAN LAL,Pratapgarh,0,12th Pass,4807,AD,2537,692562,412076,2004
ROSHAN LAL BINDAL,Karnal,0,Graduate,1270,SHS,2538,4180000,0,2004
RUBAB SAYEDA,Bahraich,0,Post Graduate,4019,SP,2539,15346459,0,2004
RUBUL SARMA,Tezpur,0,Graduate,419,CPI(ML)(L),2540,69783,0,2004
RUMALE TUKARAM DHONDIBA,Parbhani,0,Graduate,2599,PRCP,2541,100000,0,2004
Rupchand Murmu,Jhargram,1,12th Pass,5305,CPM,2542,1041089,101870,2004
Rupchand Pal,Hooghly,0,Post Graduate,5256,CPM,2543,893720,435000,2004
RUPENDRA NAAGAR,Nainital,2,Post Graduate,5066,SHS,2544,30000,0,2004
S DODDANNA,Shimoga,0,10th Pass,1802,JP,2545,1507750,0,2004
S KRISHNAKUMAR,Mavelikara,0,Graduate,1911,BJP,2546,18338180,1570002,2004
S PUTTANNA,Chamarajanagar,0,Graduate,1689,IND,2547,975000,0,2004
S T B MOHANDAS,Idukki,0,Graduate,1878,BJP,2548,4121073,450000,2004
S UMESHKUMAR,Chikmagalur,0,Graduate,1708,KNDP,2549,1950000,0,2004
S. AJAYA KUMAR,Ottapalam,3,12th Pass,1941,CPM,2550,1083876,780000,2004
S. BANGARAPPA,Shimoga,2,Graduate,1798,BJP,2551,33302318,8298000,2004
S. LONIAK MARBANIANG,Shillong,0,Doctorate,2713,IND,2552,3775839,0,2004
S. MALLIKARJUNAIAH,Tumkur,0,Post Graduate,1804,BJP,2553,9090000,40000,2004
S. P. Y. REDDY,Nandyal,0,Graduate Professional,165,INC,2554,64646900,13374000,2004
S. S. STONE,Chittorgarh,0,Graduate,3183,BSP,2555,150000,0,2004
S. VASUDEV PRASAD,Nandyal,0,Not Given,169,TRS,2556,0,0,2004
S. WAHIDDODDIN S. KARIMODDIN,Washim,0,Literate,2682,IND,2557,70000,100,2004
S.B.P.B.K.SATYANARAYANA RAO,Rajahmundry,0,Graduate,216,IND,2558,89712000,0,2004
S.KULDEEP SINGH,Jammu,0,8th Pass,1400,JKNPP,2559,12745000,0,2004
S.SAHADEVA REDDY,Chittoor,0,Post Graduate,48,IND,2560,210000,0,2004
S.V.B.REDDY,Eluru,0,Others,73,IND,2561,1662000,0,2004
S.V.B.REDDY,Visakhapatnam,0,Post Graduate,279,IND,2562,1662000,0,2004
S.V.SUBBARAO,Eluru,0,Graduate,71,IND,2563,42927,0,2004
SABDA RAM RABHA,Kokrajhar,0,Not Given,378,IND,2564,119000,0,2004
SABHAWATI PASWAN,Bansgaon,0,5th Pass,4073,SP,2565,7200000,0,2004
SABIR GOURI,Jodhpur,0,8th Pass,3242,IND,2566,866000,0,2004
Sabitri Das,Serampore,0,Others,5409,BSP,2567,73000,0,2004
SACHIDEVI,Shimoga,0,10th Pass,1801,IND,2568,1245000,0,2004
SADAL PRASAD,Bansgaon,0,Post Graduate,4072,BSP,2569,1135000,0,2004
Sadhan Chatterjee,Malda,0,Post Graduate,5342,IND,2570,736786,3500,2004
SADHU SINHA,Jahanabad,0,Graduate,613,IND,2571,445766,0,2004
SAFDAR RAZA KHAN,Machhlishahr,0,Not Given,4628,AD,2572,1167000,170000,2004
SAFI AHMAD,Darbhanga,0,Graduate,570,IND,2573,2550643,9500,2004
SAGUL HAMEEDHU,Madras Central,0,10th Pass,3433,BSP,2574,2285718,0,2004
SAHASRAM YADAV,Janjgir,0,Not Given,936,SP,2575,1373,0,2004
SAHEBLAL CHAUHAN,Sarangarh,0,Literate,990,AD,2576,110000,0,2004
SAHIB SINGH,Outer Delhi,1,Doctorate,2811,BJP,2577,4863627,56968,2004
SAIDUZZAMAN,Muzaffarnagar,0,Post Graduate,4744,INC,2578,5377368,75683504,2004
Saifuddin Choudhury,Katwa,0,Graduate,5320,PDS,2579,1252940,1850000,2004
SAIFULLAH SIDDIQUI ALIAS SHAFI,South Delhi,0,Not Given,2843,IND,2580,1110000,0,2004
Sailen Barma,Cooch Behar,0,Post Graduate,5212,INC,2581,1142860,650000,2004
SAILENDRA HASNU,Autonomous District,0,Graduate,311,AGP,2582,1034829,0,2004
Sailendra Nath Bhattacharyya,Asansol,0,Graduate,5096,IND,2583,0,0,2004
SAIYDUL ZAFAR ANSARI,Samastipur,0,10th Pass,821,BSP,2584,105000,0,2004
SAJID ALI,Bhopal,0,Graduate,2028,INC,2585,6156013,0,2004
SAJJAN KUMAR,Outer Delhi,1,Literate,2810,INC,2586,1306055,520477,2004
SAJJAN KUMAR,Outer Delhi,0,8th Pass,2813,IND,2587,72000,0,2004
SAJJAN SINGH,Rohtak,0,8th Pass,1323,IND,2588,641074,27000,2004
"SAKTHIVEL, P.",Madurai,0,Graduate,3515,JD(U),2589,70000,0,2004
SALAHUDDIN AHMED S.K.,Hyderabad,0,Not Given,94,IND,2590,946744,0,2004
SALEEM IQBAL SHERVANI,Budaun,0,Graduate,4148,SP,2591,96980000,5940,2004
SALEEM VELIYANCODE,Ponnani,0,Others,1957,IND,2592,0,0,2004
Salil Dutta,Katwa,0,Not Given,5324,CPI(ML)(L),2593,0,0,2004
Samarendra Ekka ( Pintu),Alipurduars,1,8th Pass,5084,IND,2594,4266,0,2004
SAMARENDRA GHOSH,Silchar,0,Post Graduate,409,IND,2595,2455000,303120,2004
SAMBHU PRASAD SINGH,Vaishali,0,Post Graduate,874,IND,2596,378153,2700,2004
SAMEER ANANT BANDODKAR,Panaji,0,Graduate Professional,1028,SHS,2597,1801600,120000,2004
Samik Lahiri,Diamond Harbour,0,Graduate,5229,CPM,2598,232000,0,2004
Sampatia Munda,Barasat,0,10th Pass,5118,IND,2599,151000,0,2004
SAMRESH SINGH,Dhanbad,7,12th Pass,1478,IND,2600,3443697,0,2004
Sanat Kumar Dhali,Joynagar,0,Graduate,5316,IND,2601,70000,0,2004
Sanat Kumar Mandal,Joynagar,0,Graduate Professional,5312,RSP,2602,2189190,0,2004
SANATAN KUMAR SATHI,Rosera,0,Graduate Professional,798,BSP,2603,335000,0,2004
SANAULLA SHARIFF. H,Krishnagiri,0,10th Pass,3424,BSP,2604,148000,1000000,2004
SANDEEP DIKSHIT,East Delhi,0,Post Graduate,2755,INC,2605,4764901,246779,2004
SANDESH C BANDAK,Gulbarga,0,Graduate,1746,USYP,2606,0,0,2004
Sandhya Mandal,Uluberia,0,Graduate,5428,BSP,2607,3012000,0,2004
SANGANNA,Gulbarga,0,Post Graduate,1741,IND,2608,0,0,2004
SANGEETA KUMARI SINGH DEO,Bolangir,0,Graduate,2883,BJP,2609,26899686,383762,2004
SANGLIKAR DHARAPPA SIDDAPPA,Bagalkot,0,12th Pass,1643,JD(S),2610,2310000,700000,2004
SANJAY BHOI,Sambalpur,0,Graduate,2947,INC,2611,1592000,0,2004
SANJAY GOYAL,Garhwal,0,Not Given,5039,IND,2612,0,0,2004
SANJAY GURJAR,Jhalawar,0,Post Graduate,3228,INC,2613,516766,0,2004
SANJAY KUMAR,Jhanjharpur,0,Graduate Professional,624,IND,2614,147000,0,2004
SANJAY KUMAR,Barh,0,Graduate,498,RLD,2615,600,0,2004
SANJAY KUMAR YADAV,New Delhi,0,10th Pass,2798,IND,2616,20500,0,2004
SANJAY NIRUPAM,Mumbai North West,1,Graduate,2507,SHS,2617,5148226,0,2004
SANJAY PASWAN,Nawada,0,Doctorate,742,BJP,2618,3401950,50000,2004
SANJAY SAOJI DESHPANDE,Nagpur,0,10th Pass,2545,HJP,2619,0,0,2004
SANJAY SARAF,Anantnag,0,Post Graduate,1383,LJNSP,2620,380000,0,2004
Sanjay Thakuri,Darjeeling,0,Others,5222,IND,2621,395000,0,2004
SANJEEV,Bhiwani,0,Post Graduate,1213,IND,2622,635000,0,2004
SANJEEV GHARU,Ambala,0,Graduate,1205,SAP,2623,57000,0,2004
SANJEEV KUMAR MANMOTRA,Jammu,0,10th Pass,1415,LJNSP,2624,1145000,0,2004
SANJIV KUMAR PRASHAR ADVOCATE,Amritsar,0,Graduate Professional,2983,IND,2625,185000,0,2004
Sankar Das,Jalpaiguri,0,12th Pass,5294,CPI(ML)(L),2626,1296000,0,2004
Sankar Ghosh,Barasat,0,Graduate,5119,IND,2627,0,0,2004
SANMONI KEMPRAI,Autonomous District,0,12th Pass,309,IND,2628,59257,0,2004
SANSUMA KHUNGGUR BWISWMUTHIARY,Kokrajhar,0,Graduate,377,IND,2629,1694686,0,2004
SANT RAM,Faridkot,0,10th Pass,2998,BSP,2630,40000,0,2004
SANT RAM,Sonepat,0,Post Graduate,1339,IND,2631,586000,0,2004
SANT RAM PRAKASH,Hissar,0,10th Pass,1239,BSP,2632,1282556,0,2004
Santasri Chatterjee,Serampore,0,Graduate,5405,CPM,2633,1698395,0,2004
SANTHINAGAR SOMAN,Chirayinkil,0,Not Given,1861,IND,2634,0,0,2004
Santi Kumar Sarkar,Jalpaiguri,0,Post Graduate,5292,BSP,2635,792507,269946,2004
SANTOSH AHLAWAT,Jhunjhunu,0,Post Graduate,3232,BJP,2636,4709077,0,2004
SANTOSH CHOWDHARY,Phillaur,0,Graduate Professional,3083,INC,2637,9302573,0,2004
SANTOSH GANGWAR,Bareilly,0,Post Graduate,4091,BJP,2638,7043413,250154,2004
SANTRAM GOND (CHHEDIYA),Rajnandgaon,0,Not Given,978,IND,2639,15100,0,2004
Santu Mukherjee,Calcutta South,0,5th Pass,5202,IND,2640,208700,0,2004
SARABJEET SINGH,Bhatinda,2,12th Pass,2988,SAD(M),2641,4011000,0,2004
SARAT PATTANAYAK,Bolangir,0,Post Graduate,2884,INC,2642,5911781,0,2004
SARBANANDA SONOWAL,Dibrugarh,0,Graduate Professional,333,AGP,2643,2038397,758854,2004
SARBIND KUMAR,Barh,0,Post Graduate,496,IND,2644,559500,0,2004
SARDAR JAGMEET SINGH SAINI,Kurukshetra,0,Literate,1276,ES,2645,4105408,125754,2004
Sarid Alias@ Rashid Khan Mawati,Mandsaur,0,5th Pass,2176,IND,2646,20000,0,2004
SARITA BHADAURIA,Etawah,0,Graduate,4232,BJP,2647,1905187,0,2004
SARJOON PASWAN,Aurangabad,0,Not Given,450,IND,2648,185000,0,2004
SARODE ARUN KONDIBA,Pune,0,Post Graduate,2610,IND,2649,600000,0,2004
SAROJ,Karol Bagh,0,12th Pass,2784,IND,2650,722856,0,2004
SARTAJ SINGH,Hoshangabad,0,Graduate,2099,BJP,2651,14878898,654724,2004
SARVADE RAHUL VITTHALRAO,Sholapur,0,Graduate,2658,BSP,2652,45000,0,2004
SARVENDRA VEER VIKRAM,Sultanpur,0,Graduate,4982,IND,2653,54400,0,2004
SARVEY SATHYANARAYANA,Siddipet,0,Graduate Professional,238,INC,2654,1110000,480000,2004
SAT PAL DOGRA,Amritsar,0,Not Given,2982,IND,2655,8523,0,2004
SATBIR,Sonepat,0,12th Pass,1342,IND,2656,5452500,150000,2004
SATBIR KUNDU,Mahendragarh,0,Post Graduate,1293,IND,2657,6240000,0,2004
SATENDER,Rohtak,0,Graduate,1320,IND,2658,3818092,0,2004
SATENDRA KUMAR SINGH,Barh,1,10th Pass,495,IND,2659,181529,0,2004
SATENDRA SINGH,Buxar,0,Not Given,556,IND,2660,50000,0,2004
SATHEESH KUMAR PAMBAN,Cannanore,0,Not Given,1851,IND,2661,534547,503708,2004
Satish Biswas,Nabadwip,0,Post Graduate,5376,BSP,2662,100000,0,2004
SATISH KUMAR,Ongole,0,Post Graduate,198,IND,2663,40000,0,2004
SATISH KUMAR,Karol Bagh,0,8th Pass,2786,IND,2664,15000,0,2004
SATISH KUMAR,Chandni Chowk,0,Graduate Professional,2731,IND,2665,55373,0,2004
SATISH KUMAR TYAGI,East Delhi,0,Post Graduate,2779,IND,2666,8360000,0,2004
SATISH POONCHI,Jammu,0,Not Given,1410,IND,2667,1151000,81000,2004
SATPAL,Hissar,0,Post Graduate,1243,IND,2668,2248037,23800,2004
SATRUDHAN KUMAR PASWAN,Rosera,0,Post Graduate,797,SP,2669,124000,80000,2004
SATTO MANDAL,Madhepura,0,5th Pass,664,IND,2670,581500,0,2004
Satya Brata Mookherjee,Krishnagar,0,Graduate Professional,5331,BJP,2671,19739431,210000,2004
SATYA DEV PACHAURI,Kanpur,0,Graduate,4528,BJP,2672,9266423,132540,2004
SATYA DEV SINGH,Shahabad,0,10th Pass,4922,BJP,2673,10384335,159296,2004
SATYA NARAYAN RAM,Purnea,0,Graduate,784,IND,2674,7300,0,2004
SATYA NARAYAN WRITER,Araria,0,Graduate,425,IND,2675,40000,0,2004
SATYA PAL,Sonepat,0,10th Pass,1352,LJNSP,2676,2056500,312000,2004
SATYA PAL JAIN,Chandigarh,0,Post Graduate,884,BJP,2677,21531861,468108,2004
SATYA PAL SINGH,Karol Bagh,0,Post Graduate,2783,BSP,2678,12561000,0,2004
SATYA PAL SINGH YADAV,Shahjahanpur,0,Not Given,4938,BSP,2679,56000,0,2004
SATYA PRAKASH MALVIYA,Allahabad,0,Post Graduate,3936,INC,2680,6918867,0,2004
SATYA RANI SHARMA,East Delhi,0,Not Given,2766,BRPP,2681,1251000,0,2004
SATYADEV KATARE,Bhind,1,Post Graduate,2013,INC,2682,6773996,275387,2004
SATYANARAYANA MACHIRAJU,Visakhapatnam,0,Graduate,277,IND,2683,7220000,0,2004
SATYAPAL GANGWAR,Pilibhit,0,10th Pass,4791,SP,2684,2306500,660000,2004
SATYAPAL SINGH MALIK,Baghpat,0,Graduate Professional,4007,BJP,2685,7689000,314903,2004
SATYAVRAT CHATURVEDI  (VINOD BHAIYA ),Khajuraho,1,12th Pass,2139,INC,2686,26463830,9313,2004
SATYENDRA PRASAD YADAV,Jahanabad,2,8th Pass,617,IND,2687,366000,0,2004
SAU. ANITA PARMESHWAR GAWAI,Buldhana,0,10th Pass,2346,ARP,2688,1447000,0,2004
Saugata Roy,Diamond Harbour,0,Graduate,5230,AITC,2689,2746143,0,2004
SAVITRI DHUMKETI,Mandla,0,12th Pass,2166,INC,2690,4955849,0,2004
SAWALIYA RAM,Maharajganj,0,Not Given,691,IND,2691,410569,0,2004
SAYED IRFAN AHMAD,Agra,0,10th Pass,3893,RHD,2692,110000,0,2004
